Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,8,1,10,1,1,1,28,22,40,0,0,0,1,0,1,19,6,7,6,12.333333333333334,12.4,0.5,1.79,False
1,8,1,10,1,1,1,14,5,5,0,0,0,1,0,0,19,6,7,6,14.571428571428571,15.5,2.8,-4.06,False
1,8,1,17,0,1,19,24,1,1,1,0,1,1,1,0,33,5,5,0,0.0,7.6,2.6,0.32,True
1,6,1,9,1,1,23,1,10,2,0,0,0,1,1,0,19,5,8,5,11.6,12.4,0.5,1.79,False
1,1,1,8,1,1,4,3,4,4,0,0,0,1,1,0,18,6,9,6,14.857142857142858,11.1,0.6,2.02,False
1,12,1,11,1,1,13,28,10,8,0,0,0,1,0,1,24,6,6,6,14.166666666666666,12.4,0.5,1.79,False
1,1,1,12,1,1,13,14,4,4,0,0,0,1,1,0,19,8,8,7,13.714285714285714,12.7,3.7,-1.7,False
1,1,1,16,1,1,10,10,10,5,1,0,0,1,0,0,18,6,7,5,12.2,7.6,2.6,0.32,False
1,14,1,3,0,3,7,7,12,12,0,0,0,1,0,0,26,7,7,7,13.285714285714286,7.6,2.6,0.32,False
1,8,2,13,1,1,1,1,8,8,1,0,0,1,0,0,20,8,8,8,14.625,15.5,2.8,-4.06,False
1,13,1,16,1,1,1,14,5,8,0,0,0,1,0,0,24,13,18,9,10.444444444444445,16.2,0.3,-0.92,True
1,15,1,17,0,14,22,27,8,8,1,0,0,1,0,1,23,6,8,6,12.333333333333334,9.4,-0.8,-3.12,False
1,1,5,5,1,1,22,27,10,10,1,0,0,1,0,0,20,6,6,6,12.166666666666666,7.6,2.6,0.32,False
1,8,1,12,1,1,1,1,5,11,0,0,0,1,0,0,19,8,8,7,13.771428571428572,13.9,-0.3,0.79,True
1,8,2,15,1,1,13,14,10,10,0,0,0,1,0,1,18,6,6,6,12.5,13.9,-0.3,0.79,False
1,1,3,12,1,1,13,14,10,10,1,0,0,1,0,0,18,8,8,7,15.657142857142857,12.7,3.7,-1.7,False
1,13,1,7,1,1,3,1,3,10,1,0,0,1,1,0,26,11,11,4,12.0,7.6,2.6,0.32,True
1,1,1,12,1,1,1,14,10,9,1,0,0,1,0,1,18,7,8,1,10.0,15.5,2.8,-4.06,True
1,1,1,12,1,1,23,27,8,9,0,0,0,1,0,1,18,8,9,8,14.755555555555556,12.4,0.5,1.79,False
1,15,1,5,1,14,13,28,5,1,1,0,0,1,1,0,21,6,8,6,11.333333333333334,12.4,0.5,1.79,False
1,8,2,10,1,1,1,3,4,5,1,0,0,1,0,0,18,6,7,6,17.428571428571427,11.1,0.6,2.02,True
1,12,1,2,1,1,19,24,1,1,1,0,0,1,1,0,38,0,0,0,0.0,7.6,2.6,0.32,True
1,1,1,2,1,1,3,27,10,10,1,0,0,1,0,0,18,0,0,0,0.0,16.2,0.3,-0.92,True
1,13,1,12,1,1,22,27,4,4,1,0,0,1,0,1,21,8,8,8,13.105,9.4,-0.8,-3.12,False
1,8,1,14,1,1,13,27,6,9,0,0,0,1,1,0,18,6,0,0,0.0,12.7,3.7,-1.7,True
4,14,2,17,0,13,3,1,3,10,0,0,0,1,1,0,39,4,4,0,0.0,10.8,1.4,1.74,True
1,8,1,11,1,1,1,1,4,4,0,0,0,1,1,1,22,6,8,6,14.428571428571429,11.1,0.6,2.02,False
2,12,1,4,1,1,1,14,5,10,1,0,0,1,0,0,36,12,18,11,14.090909090909092,8.9,1.4,3.51,False
2,12,1,10,1,1,22,27,10,10,0,0,0,1,0,0,44,6,6,6,13.833333333333334,12.7,3.7,-1.7,False
1,1,1,10,1,1,23,27,6,6,0,0,0,1,0,1,20,6,7,6,14.428571428571429,16.2,0.3,-0.92,False
1,1,1,12,1,1,1,1,5,5,1,0,0,1,0,1,19,8,8,8,12.82875,9.4,-0.8,-3.12,False
1,14,1,3,0,1,19,24,1,1,1,0,0,1,1,0,25,10,20,8,11.142857142857142,9.4,-0.8,-3.12,False
1,1,1,9,1,1,3,1,6,6,1,0,1,1,1,0,18,5,6,2,13.5,13.9,-0.3,0.79,True
1,1,1,15,1,1,1,28,5,6,0,0,0,1,1,0,18,6,6,6,12.5,12.7,3.7,-1.7,False
1,8,1,15,1,1,13,28,10,10,1,0,0,1,1,1,19,6,6,6,13.166666666666666,12.7,3.7,-1.7,False
1,1,1,11,1,1,23,28,6,9,1,0,0,1,0,0,18,6,6,6,13.5,11.1,0.6,2.02,False
1,15,1,5,1,14,1,28,5,7,0,0,1,0,0,0,22,9,9,5,10.0,12.4,0.5,1.79,True
1,15,1,3,0,14,1,3,5,7,0,0,1,1,0,0,20,6,7,6,14.571428571428571,12.4,0.5,1.79,False
1,1,1,6,1,1,23,28,5,10,0,0,0,1,1,1,18,6,9,4,15.5,11.1,0.6,2.02,True
1,1,1,12,1,1,13,14,10,10,0,0,0,1,0,1,19,8,10,8,15.092,15.5,2.8,-4.06,False
1,12,1,17,0,12,23,14,10,11,0,0,1,1,1,1,34,5,14,5,14.375,16.2,0.3,-0.92,False
1,12,1,2,1,1,10,3,6,3,1,0,0,1,1,0,27,0,0,0,0.0,9.4,-0.8,-3.12,True
1,16,1,6,1,1,3,3,3,9,1,0,0,1,0,0,22,12,20,12,15.428571428571429,8.9,1.4,3.51,False
1,1,1,2,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0.0,16.2,0.3,-0.92,True
1,12,1,4,1,12,1,14,10,9,0,0,1,0,1,0,27,6,7,0,0.0,8.9,1.4,3.51,True
1,12,1,2,1,12,1,14,3,8,0,0,0,1,1,1,25,0,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,9,1,1,13,1,10,10,1,0,0,1,0,0,20,5,6,5,12.333333333333334,16.2,0.3,-0.92,False
2,12,1,12,1,1,22,27,10,7,0,0,0,1,0,0,41,8,0,0,0.0,10.8,1.4,1.74,True
1,15,1,10,1,14,13,1,10,10,0,0,0,1,0,1,21,6,7,6,12.0,13.9,-0.3,0.79,False
1,8,5,12,1,1,13,28,10,6,1,0,0,1,0,1,18,8,9,8,15.61111111111111,13.9,-0.3,0.79,False
1,1,1,3,0,1,1,1,10,10,0,0,0,1,1,0,20,6,9,6,12.0,7.6,2.6,0.32,False
2,14,1,14,1,1,19,24,1,1,0,0,0,1,1,0,32,9,9,4,11.5,7.6,2.6,0.32,False
1,12,1,11,1,12,22,27,12,12,0,0,0,1,1,0,48,6,15,1,10.0,7.6,2.6,0.32,True
1,8,5,12,1,1,1,1,5,6,1,0,0,1,0,1,19,8,12,8,13.05,16.2,0.3,-0.92,False
1,15,1,4,1,14,22,27,10,10,0,0,0,1,1,1,22,6,10,6,13.0,16.2,0.3,-0.92,False
1,15,1,8,1,14,1,3,10,3,1,0,1,1,0,1,21,6,12,1,13.0,13.9,-0.3,0.79,True
1,12,1,1,1,1,23,27,10,7,0,0,1,0,1,0,37,7,7,1,10.0,8.9,1.4,3.51,True
2,12,1,17,0,1,22,27,10,11,0,0,0,1,1,0,49,5,9,5,11.8,15.5,2.8,-4.06,False
1,12,1,12,1,12,1,3,3,3,0,0,1,1,1,0,24,7,7,0,0.0,16.2,0.3,-0.92,True
1,8,2,3,0,1,22,14,10,10,0,0,0,1,0,0,20,6,8,6,11.0,10.8,1.4,1.74,False
1,1,1,2,1,1,17,28,10,9,1,0,0,1,1,0,20,0,0,0,0.0,7.6,2.6,0.32,False
1,1,1,12,1,1,23,27,6,11,1,0,0,1,1,0,19,8,8,7,15.885714285714286,10.8,1.4,1.74,False
1,1,2,9,1,1,22,28,8,10,0,0,1,1,0,1,19,5,10,0,0.0,12.7,3.7,-1.7,True
2,12,1,17,0,1,22,27,10,10,0,0,0,1,1,0,52,5,6,5,12.8,7.6,2.6,0.32,False
1,15,1,6,1,14,13,27,6,8,1,0,0,1,1,0,19,6,16,2,12.0,12.4,0.5,1.79,True
2,14,1,4,1,1,22,27,10,8,0,0,0,1,1,0,41,13,13,13,12.384615384615383,15.5,2.8,-4.06,False
1,1,2,2,1,1,23,14,10,10,1,0,0,1,1,1,21,0,0,0,0.0,10.8,1.4,1.74,False
1,8,1,15,1,1,13,28,10,8,1,0,0,1,0,1,21,6,7,6,12.833333333333334,8.9,1.4,3.51,False
1,16,1,17,0,1,1,1,6,4,1,0,0,1,1,0,27,5,5,5,13.0,11.1,0.6,2.02,False
1,1,1,12,1,1,3,28,4,8,0,0,0,1,0,1,18,8,9,8,16.37777777777778,16.2,0.3,-0.92,False
1,1,6,12,1,1,13,28,6,8,1,0,0,1,0,1,18,8,8,8,13.40375,9.4,-0.8,-3.12,False
1,9,2,16,1,1,23,28,29,36,1,0,0,1,0,0,19,7,8,7,12.857142857142858,8.9,1.4,3.51,False
1,16,1,9,1,1,1,14,10,7,1,0,0,1,1,0,30,5,7,4,13.25,8.9,1.4,3.51,True
1,12,1,14,1,1,9,9,12,5,1,0,0,1,1,0,29,5,8,4,11.25,7.6,2.6,0.32,True
1,8,2,12,1,1,3,3,4,7,1,0,0,1,0,0,18,8,9,7,13.042857142857144,13.9,-0.3,0.79,False
1,8,1,8,1,1,2,7,4,6,0,0,0,1,0,0,18,5,6,4,12.5,7.6,2.6,0.32,False
1,1,1,15,1,1,19,18,1,7,1,0,0,1,0,0,18,6,7,6,14.857142857142858,7.6,2.6,0.32,False
1,12,1,3,0,13,23,27,5,9,0,0,0,1,1,0,29,6,6,6,14.0,11.1,0.6,2.02,False
1,1,1,6,1,1,23,27,10,7,1,0,0,1,1,0,18,5,10,5,12.571428571428571,10.8,1.4,1.74,False
1,1,1,2,1,1,1,27,8,8,0,0,0,1,1,0,22,0,0,0,0.0,11.1,0.6,2.02,True
1,1,1,14,1,1,23,14,6,8,1,0,0,1,0,0,18,6,7,5,14.2,13.9,-0.3,0.79,False
1,1,1,11,1,1,1,1,10,10,1,0,0,1,0,1,20,6,8,5,11.8,8.9,1.4,3.51,False
1,8,1,6,1,1,13,1,10,5,1,0,0,1,1,0,20,6,17,0,0.0,12.4,0.5,1.79,True
1,1,1,11,1,1,1,1,5,3,0,0,1,0,0,1,21,6,8,6,11.333333333333334,8.9,1.4,3.51,True
1,8,1,6,1,1,23,27,10,10,1,0,0,1,1,0,18,5,8,5,12.142857142857142,10.8,1.4,1.74,False
1,1,1,9,1,1,19,14,1,5,1,0,0,1,1,1,18,5,5,0,0.0,7.6,2.6,0.32,True
1,17,1,10,1,16,22,27,10,11,1,0,0,1,0,0,21,9,9,9,13.22222222222222,8.9,1.4,3.51,False
1,12,1,17,0,1,22,27,10,10,1,0,0,1,1,0,30,5,5,5,11.6,7.6,2.6,0.32,False
1,15,1,5,1,14,1,1,5,5,0,0,0,1,1,0,21,9,9,5,11.0,12.4,0.5,1.79,True
1,14,1,9,1,1,1,14,10,11,0,0,0,1,0,1,18,5,13,5,14.4,16.2,0.3,-0.92,False
1,12,1,12,1,1,22,27,4,8,0,0,0,1,1,0,27,8,8,7,15.57,10.8,1.4,1.74,True
1,1,1,12,1,1,3,1,3,10,1,0,0,1,0,0,20,8,8,8,13.6625,11.1,0.6,2.02,False
1,8,1,11,1,1,23,27,10,8,1,0,0,0,0,0,19,6,15,1,10.0,10.8,1.4,1.74,True
1,8,1,11,1,1,1,14,6,5,0,0,0,1,0,1,19,6,7,5,12.8,12.4,0.5,1.79,False
2,12,1,2,1,9,22,27,8,8,1,0,0,1,1,0,36,0,0,0,0.0,7.6,2.6,0.32,False
1,1,4,6,1,1,23,27,10,10,1,0,0,1,0,1,19,5,5,5,14.6,10.8,1.4,1.74,False
1,12,1,12,1,1,22,27,10,9,0,0,0,1,1,0,36,7,7,0,0.0,13.9,-0.3,0.79,True
1,1,1,12,1,1,22,27,10,10,1,0,1,1,0,0,20,7,7,6,15.4,7.6,2.6,0.32,False
1,13,1,7,1,1,19,24,1,1,0,0,0,1,1,0,18,5,7,1,12.0,10.8,1.4,1.74,True
1,1,1,16,1,1,23,28,4,8,0,0,0,1,0,1,20,7,7,7,12.857142857142858,11.1,0.6,2.02,False
1,1,2,12,1,1,22,1,8,8,1,0,0,1,0,0,19,8,0,0,0.0,13.9,-0.3,0.79,True
1,5,1,14,1,1,22,27,10,10,0,0,0,1,0,0,20,5,6,4,11.5,9.4,-0.8,-3.12,False
1,1,1,15,1,1,1,3,10,10,0,0,0,1,1,0,20,6,8,6,11.0,16.2,0.3,-0.92,False
1,12,1,9,1,9,13,27,8,10,0,0,0,1,0,0,31,5,9,4,12.25,10.8,1.4,1.74,True
1,4,1,17,0,15,22,27,7,7,0,0,0,1,0,0,26,5,5,5,15.6,12.4,0.5,1.79,False
1,4,1,13,1,3,3,3,3,3,0,0,1,0,1,0,38,5,5,0,0.0,13.9,-0.3,0.79,True
1,1,1,6,1,1,3,4,3,3,0,0,0,1,0,0,18,5,10,5,11.857142857142858,9.4,-0.8,-3.12,False
1,7,2,6,1,1,22,27,10,10,1,0,0,1,0,1,19,5,5,5,12.8,9.4,-0.8,-3.12,False
2,12,1,17,0,1,23,28,2,5,0,0,0,1,1,0,43,5,6,5,13.666666666666666,10.8,1.4,1.74,False
1,1,1,10,1,1,1,1,5,10,1,0,1,1,0,1,19,6,6,6,12.666666666666666,9.4,-0.8,-3.12,False
1,1,1,10,1,1,13,28,6,7,0,0,0,1,0,1,22,6,10,5,12.2,12.7,3.7,-1.7,False
4,12,1,3,0,12,22,27,10,4,0,0,0,1,0,1,29,6,9,5,10.4,10.8,1.4,1.74,False
1,1,6,12,1,1,1,1,5,6,1,0,0,1,0,1,18,8,8,8,13.42375,9.4,-0.8,-3.12,False
1,12,1,4,1,1,1,1,10,5,0,0,0,0,1,0,25,6,0,0,0.0,13.9,-0.3,0.79,True
1,4,1,9,1,3,22,14,10,9,0,0,0,1,0,0,21,10,18,10,11.615384615384617,10.8,1.4,1.74,False
1,15,1,5,1,14,1,1,5,11,1,0,0,1,0,0,19,9,9,8,12.75,16.2,0.3,-0.92,False
1,8,1,4,1,1,23,27,10,10,1,0,0,1,0,0,21,13,13,13,11.461538461538462,15.5,2.8,-4.06,False
1,8,3,11,1,1,13,1,5,5,1,0,0,1,1,1,18,6,8,6,11.333333333333334,8.9,1.4,3.51,False
1,8,2,15,1,1,1,1,4,4,1,0,0,1,0,0,18,6,0,0,0.0,13.9,-0.3,0.79,True
1,1,3,10,1,1,13,14,10,10,1,0,1,1,0,0,19,6,0,0,0.0,12.4,0.5,1.79,True
2,12,1,17,0,9,22,1,10,5,0,0,0,1,1,0,30,5,8,1,11.0,7.6,2.6,0.32,True
1,1,1,3,0,1,23,28,6,3,0,0,0,1,0,0,34,6,6,6,11.666666666666666,10.8,1.4,1.74,False
1,15,1,10,1,1,22,27,7,10,0,0,0,1,0,1,21,6,8,6,11.333333333333334,13.9,-0.3,0.79,False
1,12,1,11,1,12,3,14,3,4,0,0,0,1,0,1,36,6,6,5,12.8,16.2,0.3,-0.92,True
1,1,1,12,1,1,1,1,6,2,0,0,0,1,0,0,19,8,9,8,14.055555555555555,16.2,0.3,-0.92,False
1,1,1,5,1,1,1,27,6,10,1,0,1,1,0,0,21,6,8,5,12.2,12.7,3.7,-1.7,True
1,8,1,10,1,1,1,1,4,4,1,0,0,1,0,1,18,6,6,6,13.5,8.9,1.4,3.51,False
1,1,1,10,1,1,13,14,10,10,1,0,0,1,1,0,19,6,12,3,11.0,8.9,1.4,3.51,True
1,8,5,15,1,1,23,28,29,39,1,0,1,1,0,0,19,6,6,6,12.5,8.9,1.4,3.51,False
1,12,1,7,1,9,19,24,1,1,0,0,0,0,1,0,49,5,6,0,0.0,10.8,1.4,1.74,True
1,1,5,11,1,1,13,1,8,11,1,0,0,1,0,1,18,6,6,6,12.666666666666666,8.9,1.4,3.51,False
1,1,3,12,1,1,13,27,8,8,1,0,0,1,0,0,18,8,8,8,13.07375,9.4,-0.8,-3.12,False
1,1,1,14,1,1,1,1,1,1,0,0,0,0,1,0,19,6,0,0,0.0,9.4,-0.8,-3.12,True
1,1,1,2,1,1,1,10,5,5,1,0,0,1,1,1,20,13,14,11,12.181818181818182,11.1,0.6,2.02,False
1,1,1,14,1,1,1,28,4,10,0,0,1,0,0,1,19,6,9,4,12.5,12.4,0.5,1.79,True
1,1,1,12,1,1,13,1,12,12,0,0,0,1,1,0,18,8,8,0,0.0,10.8,1.4,1.74,True
1,8,1,15,1,1,2,1,15,26,0,0,1,1,0,1,18,6,6,6,13.833333333333334,8.9,1.4,3.51,False
1,1,1,2,1,1,23,27,10,9,1,0,1,0,1,1,18,0,0,0,0.0,12.7,3.7,-1.7,False
1,9,1,12,1,1,22,14,6,6,0,0,0,1,0,1,19,8,9,8,13.78125,9.4,-0.8,-3.12,False
1,13,1,12,1,1,1,1,5,5,0,0,0,1,0,0,20,8,8,7,11.571428571428571,12.7,3.7,-1.7,False
1,12,1,17,0,1,22,27,10,6,0,0,0,0,0,0,37,5,5,0,0.0,15.5,2.8,-4.06,True
1,1,3,12,1,1,1,1,5,11,1,0,0,1,0,0,20,8,9,7,14.071428571428571,13.9,-0.3,0.79,False
1,1,1,10,1,1,13,28,6,10,0,0,0,1,0,1,18,6,10,6,11.857142857142858,12.4,0.5,1.79,False
1,1,6,5,1,6,1,1,10,10,1,0,0,1,1,0,22,6,8,6,13.625,10.8,1.4,1.74,False
1,1,1,9,1,1,23,27,10,6,0,0,0,1,0,0,18,5,5,5,15.4,7.6,2.6,0.32,False
1,6,1,10,1,1,13,14,10,7,0,0,0,1,1,0,21,6,7,6,13.428571428571429,11.1,0.6,2.02,False
2,12,1,3,0,1,22,27,6,7,0,0,0,1,0,1,38,6,7,6,12.666666666666666,9.4,-0.8,-3.12,False
1,8,5,5,1,1,13,28,6,8,0,0,1,0,0,0,21,6,8,4,11.6,10.8,1.4,1.74,True
1,1,6,9,1,1,1,14,2,7,1,0,0,1,1,0,19,5,8,3,12.666666666666666,8.9,1.4,3.51,False
1,1,5,16,1,1,1,10,5,10,1,0,0,1,0,0,20,6,11,1,10.0,10.8,1.4,1.74,True
1,8,1,10,1,1,13,28,4,8,0,0,0,1,0,1,19,6,9,5,12.2,11.1,0.6,2.02,False
1,1,1,9,1,1,1,1,10,10,0,0,0,0,1,0,21,5,9,3,11.428571428571429,10.8,1.4,1.74,True
1,14,1,5,1,14,13,27,6,10,1,0,0,1,0,1,21,12,12,11,12.545454545454543,15.5,2.8,-4.06,False
1,1,2,11,1,1,1,14,6,8,1,0,0,1,0,1,20,6,6,6,15.0,11.1,0.6,2.02,False
1,1,6,12,1,1,13,14,10,10,1,0,0,1,0,1,18,8,8,7,13.585714285714284,12.7,3.7,-1.7,False
1,1,1,2,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,0,0.0,13.9,-0.3,0.79,False
1,1,1,16,1,1,19,27,10,10,1,0,1,0,0,0,20,6,14,1,11.0,10.8,1.4,1.74,True
1,1,3,12,1,1,22,27,10,10,1,0,1,0,0,0,19,8,8,7,13.327142857142857,10.8,1.4,1.74,True
1,12,1,4,1,1,1,1,2,7,0,0,0,0,1,0,24,6,0,0,0.0,13.9,-0.3,0.79,True
1,8,6,12,1,1,1,14,8,8,1,0,0,1,0,1,19,8,9,7,13.085714285714284,11.1,0.6,2.02,False
1,8,4,9,1,1,13,14,5,5,1,0,0,1,1,1,20,5,8,4,11.6,8.9,1.4,3.51,False
1,12,1,6,1,1,13,1,10,11,1,0,0,1,0,0,26,6,8,6,14.285714285714286,8.9,1.4,3.51,False
1,4,1,9,1,15,22,27,10,10,0,0,0,1,0,0,52,12,16,12,10.923076923076923,13.9,-0.3,0.79,False
1,8,3,6,1,1,13,28,6,8,0,0,0,1,0,0,21,6,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,11,1,1,3,14,4,9,1,0,0,1,0,0,18,6,6,6,16.0,12.4,0.5,1.79,False
1,8,1,10,1,1,22,28,10,9,1,0,0,1,0,1,18,6,7,6,14.142857142857142,11.1,0.6,2.02,False
1,8,1,9,1,1,23,28,10,9,0,0,0,1,1,0,18,5,5,1,10.0,12.7,3.7,-1.7,True
1,9,1,6,1,1,22,27,10,10,1,0,0,1,0,1,21,6,6,3,15.333333333333334,8.9,1.4,3.51,True
1,1,1,10,1,1,1,14,5,5,1,0,1,1,0,0,20,6,7,6,11.666666666666666,9.4,-0.8,-3.12,False
1,1,1,12,1,1,13,14,6,8,0,0,0,1,0,1,19,8,9,7,14.671428571428574,12.4,0.5,1.79,False
1,14,4,2,1,1,13,10,10,11,0,0,0,1,1,0,19,0,0,0,0.0,9.4,-0.8,-3.12,False
1,8,2,15,1,1,13,1,10,10,1,0,0,0,0,0,21,6,6,6,13.5,8.9,1.4,3.51,False
1,1,1,15,1,1,1,3,5,2,1,0,0,1,1,0,18,6,6,6,12.833333333333334,9.4,-0.8,-3.12,False
1,8,3,9,1,1,22,27,6,8,0,0,0,1,1,0,18,5,13,0,0.0,9.4,-0.8,-3.12,True
2,12,1,14,1,1,13,28,10,10,0,0,0,1,1,0,36,6,12,5,11.4,13.9,-0.3,0.79,True
1,8,2,10,1,3,22,27,8,9,1,0,0,1,0,1,20,6,6,6,10.666666666666666,9.4,-0.8,-3.12,False
2,12,1,13,1,12,23,27,8,8,1,0,1,0,0,1,37,7,12,0,0.0,8.9,1.4,3.51,True
1,12,1,17,0,1,13,27,10,8,0,0,0,1,1,0,27,5,7,0,0.0,13.9,-0.3,0.79,True
2,12,1,12,1,3,1,1,5,7,0,0,1,0,0,0,30,7,9,3,11.666666666666666,13.9,-0.3,0.79,True
1,14,1,8,1,6,1,20,5,12,1,0,0,1,0,1,21,5,5,0,0.0,7.6,2.6,0.32,True
1,1,1,14,1,1,22,1,8,1,0,0,0,1,0,0,20,5,7,5,11.8,7.6,2.6,0.32,False
1,1,2,12,1,1,1,3,6,11,1,0,0,1,1,0,19,8,9,7,13.12857142857143,13.9,-0.3,0.79,False
1,17,1,4,1,16,1,1,22,29,0,0,1,1,0,0,21,11,14,11,10.727272727272728,8.9,1.4,3.51,False
1,7,2,9,1,1,22,27,10,10,1,0,0,1,1,0,20,5,7,1,11.0,7.6,2.6,0.32,True
1,1,1,16,1,1,13,14,10,9,1,0,0,1,0,0,21,6,9,5,10.8,12.7,3.7,-1.7,True
1,9,1,15,1,1,1,1,5,8,1,0,0,1,1,0,19,6,6,6,14.5,8.9,1.4,3.51,False
1,15,1,6,1,1,17,8,7,7,1,0,0,1,0,0,21,6,0,0,0.0,10.8,1.4,1.74,True
1,6,1,7,1,1,1,3,6,9,0,0,1,1,1,0,21,6,8,0,0.0,11.1,0.6,2.02,True
1,1,1,6,1,1,23,27,5,5,0,0,0,1,0,1,19,6,9,6,14.857142857142858,11.1,0.6,2.02,False
1,5,1,6,1,1,13,14,5,6,1,0,0,1,0,0,21,5,5,5,14.8,10.8,1.4,1.74,False
1,1,1,10,1,1,22,27,10,10,1,0,0,1,0,0,19,6,8,6,10.714285714285714,11.1,0.6,2.02,False
1,15,1,4,1,14,22,14,10,10,0,0,0,1,1,1,24,6,7,6,12.666666666666666,13.9,-0.3,0.79,False
1,1,1,10,1,1,22,27,10,6,0,0,0,1,0,0,18,6,7,6,13.0,9.4,-0.8,-3.12,False
4,13,1,9,1,1,22,28,8,4,1,0,0,1,1,0,33,5,5,0,0.0,7.6,2.6,0.32,True
1,8,6,12,1,1,13,28,10,4,1,0,0,1,0,0,19,8,9,7,12.3,12.7,3.7,-1.7,False
1,1,2,5,1,1,1,14,5,4,0,0,0,1,0,0,19,6,6,6,11.333333333333334,12.7,3.7,-1.7,False
4,12,1,11,1,1,22,14,10,10,1,0,0,1,1,0,44,6,6,6,11.5,12.4,0.5,1.79,False
1,14,1,17,0,1,22,14,10,10,0,0,0,0,1,0,47,5,5,0,0.0,12.7,3.7,-1.7,True
1,1,1,10,1,1,23,28,10,9,1,0,0,1,1,0,18,6,12,0,0.0,11.1,0.6,2.02,True
1,1,1,10,1,1,13,28,4,10,1,0,0,1,0,1,18,6,6,6,13.666666666666666,12.4,0.5,1.79,False
4,14,1,14,1,1,22,27,10,7,0,0,0,1,0,0,40,7,12,5,11.2,9.4,-0.8,-3.12,False
4,12,1,3,0,1,22,27,6,6,0,0,0,1,0,1,38,7,9,7,13.0,13.9,-0.3,0.79,False
1,4,1,9,1,3,6,19,2,8,0,0,0,1,0,0,26,5,0,0,0.0,9.4,-0.8,-3.12,True
1,4,1,6,1,3,13,27,12,12,0,0,0,1,1,0,24,5,5,0,0.0,7.6,2.6,0.32,True
1,14,1,4,1,1,1,2,5,3,0,0,0,1,1,0,28,12,15,12,12.307692307692308,15.5,2.8,-4.06,False
1,8,1,12,1,1,1,1,10,10,1,0,0,1,0,1,18,7,8,7,12.2375,11.1,0.6,2.02,True
1,8,1,14,1,1,13,14,2,2,0,0,0,1,0,0,18,5,5,4,11.0,9.4,-0.8,-3.12,False
1,12,1,16,1,1,13,1,10,5,0,0,0,0,0,0,30,6,0,0,0.0,12.7,3.7,-1.7,True
1,16,1,12,1,1,1,1,5,11,0,0,0,1,1,0,20,10,11,9,15.011111111111113,11.1,0.6,2.02,False
1,6,1,10,1,1,3,27,3,9,1,0,0,0,0,0,20,6,7,6,13.5,13.9,-0.3,0.79,False
1,1,5,9,1,1,13,14,10,10,1,0,0,1,1,0,20,5,6,5,12.8,12.4,0.5,1.79,False
1,1,3,2,1,1,7,1,7,7,1,0,0,0,0,0,21,0,0,0,0.0,9.4,-0.8,-3.12,True
1,1,2,11,1,1,1,28,5,10,1,0,0,1,0,0,18,6,13,4,10.0,7.6,2.6,0.32,True
1,1,1,15,1,1,13,1,10,10,1,0,0,1,0,1,18,6,6,6,14.0,8.9,1.4,3.51,False
1,1,6,12,1,1,2,1,5,5,1,0,0,1,0,0,19,8,8,7,14.1,10.8,1.4,1.74,False
1,1,1,12,1,1,13,27,6,6,0,0,0,1,0,1,21,8,8,7,13.514285714285714,12.7,3.7,-1.7,False
4,12,1,12,1,12,22,28,6,6,0,0,1,0,1,0,47,8,8,0,0.0,15.5,2.8,-4.06,True
1,8,2,12,1,1,13,27,5,8,1,0,0,1,0,0,19,8,8,8,15.1,13.9,-0.3,0.79,False
1,8,1,11,1,1,13,1,10,5,1,0,0,1,0,0,19,6,11,4,11.25,7.6,2.6,0.32,True
1,8,4,15,1,1,1,14,5,2,1,0,0,1,0,0,18,6,6,6,13.666666666666666,13.9,-0.3,0.79,False
1,1,1,10,1,1,23,24,10,10,1,0,0,1,0,0,18,6,8,5,10.8,9.4,-0.8,-3.12,False
1,15,1,5,1,14,1,28,6,6,1,1,0,1,1,1,21,9,10,7,12.142857142857142,12.4,0.5,1.79,False
6,12,2,9,1,1,22,27,10,10,0,0,0,1,0,0,47,5,0,0,0.0,9.4,-0.8,-3.12,True
1,1,1,10,1,1,19,28,5,8,0,0,0,1,0,1,18,6,9,6,11.5,9.4,-0.8,-3.12,False
1,1,2,12,1,1,13,1,10,2,0,0,0,1,0,0,20,8,9,7,12.842857142857143,13.9,-0.3,0.79,False
1,13,1,4,1,1,3,2,3,7,0,0,0,0,1,0,36,6,10,0,0.0,16.2,0.3,-0.92,True
1,8,1,2,1,1,23,27,5,7,0,0,0,0,1,0,20,0,0,0,0.0,9.4,-0.8,-3.12,True
1,1,3,15,1,1,23,1,10,5,1,0,0,1,1,0,19,6,7,5,13.0,12.4,0.5,1.79,False
1,8,1,2,1,1,13,27,6,10,1,0,0,1,1,1,19,0,0,0,0.0,11.1,0.6,2.02,False
